"Nb of reviews","Total Votes","Helpful votes","5 star reviews","% of 5 star review","5 star reviews paid","5 star reviews unpaid","5 star reviews paid on verified purchase","% 5 star reviews"
6991,365114,332319,3792,39.3133312712650789,12,3780,0,0.00171649263338578172
